,roles,companies,locations,experience,skills
264,Data Scientist - Artificial Intelligence/Machine Learning,Executive Selection India,Hyderabad/Secunderabad,3-8 Yrs,"data
machine learning
ML Algorithms
management
AIML
Hadoop
Spark
ML Modelling"
265,Manager - Artificial Intelligence/Data Scientist - BFSI,Dimensions HRD Consultants,"Mumbai, Navi Mumbai",15-20 Yrs,"Data Science
Predictive Modeling
NLP
Artificial Intelligence
Data Scientist
Data Management
Machine Learning
Statistics"
266,Data Scientist - Machine Learning / Statistical Modeling,Yogy HR Solutions,Mumbai,5-9 Yrs,"statistical modelling
machine learning
analytics
IT Skills
Data Science
Algorithms
Data Scientist
Statistical Modeling"
267,Tech Lead - Data Scientist,ZF India Private Limited,Hyderabad/Secunderabad,4-7 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
Project Management
Azure
Computer science"
268,Tech Lead - Data Scientist,ZF Friedrichshafen AG,Hyderabad,5-5 Yrs,"Azure
data science
data Modeling
Data analytics
sql"
269,Future Leaders Program - Data Scientist,BOB Financial Solutions Ltd,Mumbai (All Areas),1-6 Yrs,"Data Handling
python
Analytical Skills
power bi
machine learning
financial services
sql"
270,Lead Data Scientist - Machine Learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-11 Yrs,"Data Science
AWS
Python"
271,Senior Data Scientist I,Delhivery,Gurgaon/Gurugram,3-7 Yrs,"Operations research
Networking
data science
Analytical
SQL
Python
Logistics"
272,Data Scientist,Orcapod Consulting Services Private Limited,"Pune, Bangalore/Bengaluru",5-10 Yrs,"python
r
machine learning
IT Skills
artificial neural networks
tensorflow
predictive modeling
text mining"
273,Data Scientist,Orcapod Consulting Services Private Limited,"Pune, Bangalore/Bengaluru",5-10 Yrs,"python
r
machine learning
IT Skills
artificial neural networks
tensorflow
predictive modeling
text mining"
274,Data Scientist,Acme Services,Bangalore/Bengaluru,5-8 Yrs,"IT Skills
Python
Software Development
Testing
Machine Learning
Tableau
Power BI
Increase Productivity"
275,Data Scientist (freelance),2Coms,"Bangalore/Bengaluru, Bangalore North",3-8 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
276,Data Scientist (Machine Learning /AI),Mastermind Network,"Delhi / NCR
(WFH during Covid)",4-6 Yrs,"Tensorflow
Pytorch
deep learning
python
data science
Artificial Intelligence
decision trees
Natural Language Processing"
277,Data Scientist,Bigshyft Hiring for Credgenics,Noida,2-5 Yrs,"Tensorflow
Data Science
aws
Machine Learning ML
azure"
278,"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai",ESS CEE HR SOLUTIONS,"Gurgaon/Gurugram, Chennai",5-10 Yrs,"machine learning
Cloud
Python
predictive modelling
Logistic Regression
Factor Analysis
Regression Analysis
market scenerio"
279,Data Scientist,Mobiotics IT Solution Pvt Ltd,Bangalore/Bengaluru(HSR Layout),2-5 Yrs,"IT Skills
Python
Data Science
Cloud
Big Data
AWS
Azure
Big Data Analytics"
280,Data Scientist,Thoucentric Technology Pvt ltd,Bangalore/Bengaluru(HSR Layout +2),4-9 Yrs,"Time Series
Machine Learning
Python
Pytorch
Tensorflow
Data Science
NoSQL
Algorithms"
281,Data Scientist I,DAZN,Bangalore/Bengaluru,1-3 Yrs,"Computer science
Computer vision
deep learning
Neural networks
Data collection
model development
Statistics
Supervision"
282,NLP Data Scientist,Refinitiv,Bangalore/Bengaluru,3-6 Yrs,"Automation
Managed services
Stock exchange
Debugging
Data collection
Healthcare
Workflow
Financial services"
283,Hiring For Data Scientist - Noida/Bangalore/WFH,Techneplus Software India Pvt Ltd,Remote,3-7 Yrs,"Gurobi
TensorFlow
machine learning
time series analysis
Python
predictive modeling
written communication
Azure"
284,Staff Data Scientist,Walmart,Bangalore/Bengaluru,4-8 Yrs,"Unix
Order management
Supply chain
Linux
Machine learning
SCALA
Agile
Warehouse management"
285,Data Scientist,Kinara Financial Private Limited,Bangalore/Bengaluru,3-8 Yrs,"Head Business Development
Data analysis
data science
Analytical
Machine learning
Analytics
Financial services
SQL"
286,Data Scientist,kk consulting services,Bangalore/Bengaluru,2-5 Yrs,"Mining
Business process
advanced analytics
customer analytics
Statistical analysis
data science
Machine learning
Healthcare"
287,"Data Scientist, PHM",Raytheon Technologies,Bangalore/Bengaluru,10-15 Yrs,"IT Skills
Python
Machine Learning
Azure
deep learning
ASIC
Prototype
Simulation"
288,Experience Data Scientist,Microsoft,Bangalore/Bengaluru,2-5 Yrs,"data science
Machine learning
Cloud
Agile
Workflow
data visualization
Research
microsoft"
289,Senior Data Scientist For leading FMCG organization,SKILLVENTORY,Mumbai,10-18 Yrs,"hive
deep learing
Business Partnering
python
data science
Service Excellence
spark
kafka"
290,Senior Data Scientist For leading NBFC,SKILLVENTORY,Pune,6-11 Yrs,"Data Science
Use Cases
Artificial Intelligence
Problem Solving
Data Analysis
Senior Management
Deep Learning
Analytics"
291,Hiring For Sr. Data Scientist. Operation Research - SCM- MNC,PERSOLKELLY INDIA PRIVATE LIMITED,"Bangalore/Bengaluru
(WFH during Covid)",6-11 Yrs,"exploratory data analysis
data science
cplex
python
mapreduce
model development
research development
machine learning"
292,Data Scientist (freelance),2Coms,"New Delhi, Delhi",2-7 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
293,Data Scientist /AI Developer,Siemens,Bangalore/Bengaluru,2-6 Yrs,"Computer science
Project development
GIT
Neural networks
Agile development
product life cycle
Scrum
Information technology"
294,LNT Hiring || Data Scientist || Mumbai & Delhi (On Site),Federal Soft Systems Private Limited,"Mumbai, Delhi / NCR",4-9 Yrs,"Data Science
Natural Language Processing
Machine Learning
Web Scraping"
295,Data Scientist,Ayla Networks,Bangalore/Bengaluru,5-10 Yrs,"GCP
Hadoop
Spark
Software Development Lifecycle
Kubernetes microservices
SDLC
RESTful
Kafka Event Bus"
296,Data Scientist,DECISION POINT PRIVATE LIMITED,"Gurgaon/Gurugram, Chennai
(WFH during Covid)",1-6 Yrs,"data science
Artificial Intelligence
Machine Learning
Python"
297,Data Scientist,CNH Industrial,Gurgaon/Gurugram,1-6 Yrs,data visualization
298,Data & Applied Scientist,Microsoft,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Data analysis
data science
Debugging
Machine learning
System design
Information retrieval
Natural language processing
Research"
299,Data and applied Scientist,Microsoft,"Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",3-7 Yrs,"Perl
Java
Spark
MapReduce
MPI
Python
C++
Hadoop"
300,Associate Data Scientist/Data Scientist,JOIN VENTURES SOLUTIONS PRIVATE LIMITED,Mumbai,1-2 Yrs,"Pattern Recognition
CNN
nlp
Lstm
BERT
SVM
machine learning
Deep Learning"
301,NLP Data scientist,TIGI HR Solution,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",3-8 Yrs,"NLP
Python
SQL
IT Skills
Cloud
AWS
Pytorch
Tensorflow"
302,Principal Data Scientist - Machine Learning,Prime Infosoft,Bangalore/Bengaluru,4-9 Yrs,"Keras
Machine Learning
TensorFlow
IT Skills
Python
Pytorch
Julia
R"
303,Lead Data Scientist,DataTrained,"Noida, Bengaluru",2-4 Yrs,"IT Skills
Python
Machine Learning
Big Data
Tableau
Computer science
Computer vision
Data modeling"
304,Data Scientist Jr/Mid/Senior,AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE LIMITED,"Delhi / NCR, Mumbai (All Areas)",6-11 Yrs,"Hadoop
R
NLP
Python
Machine learning
OpenNLP
pytorch
sci - kit"
305,Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai",1-2 Yrs,"Computer science
Analytical skills
advanced analytics
SDS
data science
Artificial Intelligence
Machine learning
Management consulting"
306,Senior Data Scientist ( m / f / d ),Adidas,Gurgaon/Gurugram,5-10 Yrs,"Team Management
Education
Data Scientist
Data Analysis
Predictive Modelling
Machine - Learning
Hr
Statistics"
307,Senior Data Scientist (m/f/d),Adidas,"Gurgaon/Gurugram, United States (USA)",5-10 Yrs,"Data analysis
Team management
Data management
Database design
Machine learning
Agile
Data structures
Test cases"
308,Data Scientist: Artificial Intelligence,IBM,Kolkata,4-6 Yrs,"Automation
NoSQL
Artificial Intelligence
Scheduling
MongoDB
Open source
Unix shell scripting
SQL"
309,Associate Scientist - Semantic & Data Modeling,Axa XL,Bangalore East,3-8 Yrs,Associate Scientist Semantic & Data Modeling
310,Data Scientist,First Employer,"Gurgaon/Gurugram, Delhi / NCR",4-8 Yrs,"R
Machine Learning
Python
IT Skills
Data Science
Cloud
Logistic Regression
Xgboost"
311,Data Scientist,First Employer,"Gurgaon/Gurugram, Delhi / NCR",4-8 Yrs,"Python programming language
R
cloud computing
python
linear regression
time series
machine learning
Clustering"
312,Data Scientist (freelance),2Coms,"Chennai, Chennai",3-8 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
Data Scientist"
313,Data Scientist (freelance),2Coms,"Hyderabad/Secunderabad, Hyderabad",3-8 Yrs,Data Scientist
314,Data Scientist - Fraud Prevention & Analytics,Bigshyft Hiring for Payu,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",2-5 Yrs,"SciPy
NPV
Natural Language Processing NLP
Machine Learning ML
Python"
315,Data Scientist,Smart Source,Pune,5-10 Yrs,"application architecture
Release management
Deep Learning
Machine Learning
Artificial Intelligence
Hadoop
Kafka
Spark"
316,Data Scientist,Fractal Analytics,"Mumbai, New Delhi, Bangalore/Bengaluru",3-7 Yrs,"Supply chain management
Linux
RF
RDBMS
Bfsi
Consulting
Data structures
Healthcare"
317,Principal Data Scientist at Quick Heal,Quick Heal,Pune,10-15 Yrs,"IT Skills
Data Science
Machine Learning
Cyber Security
Techno Functional
Solution Development
High Level Design"
318,Data Scientist,RapidOps,Ahmedabad(Sola),3-5 Yrs,"pandas
numpy
scikit
mining
Tensor flow
IT Skills
Data Science
Machine Learning"
319,Data Scientist,RapidOps,Ahmedabad(Sola),3-5 Yrs,"IT Skills
Data Science
Machine Learning
analytics
project design
anomaly detection
data collection"
320,Manager Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,Chennai,11-15 Yrs,"python
Kafka
spark
Power BI
Tableau
data mining
Azure
written"
321,"Hiring For "" Data Scientist"" @ Jumio, Jaipur",Jumio,Jaipur,4-6 Yrs,"r
power bi
Statistics
Analytics
Python
sql"
322,Data Scientist - Growth and Marketing Data Team,Confluent,Remote,2-6 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Tableau
Computer science
Operations research"
323,Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"Mumbai, Mumbai Suburban, Mumbai (All Areas)
(WFH during Covid)",1-4 Yrs,"Unix
Java
python
r
Linux
julia
big data
artificial intelligence"
324,Expert Data Scientist(NLP+ML+Python),TomTom,"Pune
(WFH during Covid)",8-12 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Big Data
AWS
Pytorch"
325,Data Scientist,Resilinc,Pune,4-7 Yrs,"BPO
data analysis
Supply chain
Operations research
data science
Risk analytics
Packaging
Risk management"
326,Hiring Data Scientist/Data Analytics For Reliance Retail Mumbai,Reliance Retail,Mumbai (All Areas),5-10 Yrs,"data analytics
data science
Dairy
sales data management
Fresh food
Beverage
FMCG Operations"
327,Data Scientist - Supply Chain Analytics,ASIA STAR EXPORT SERVICES PRIVATE LIMITED,Remote,4-9 Yrs,"Data scientist
Logistic Regression
supply chain
Statistical Modeling
Data Mining
Data Analytics
Predictive Analytics"
328,JOB Opportunity -DATA Scientist-Blazeclan Technologies -PUNE,BLAZECLAN TECHNOLOGIES PRIVATE LIMITED,Pune,5-8 Yrs,"Machine Learning
AI
ML
Databricks
DataRobot Notes
Azure ML Services
NLP
Analytical"
329,Data scientist,SMECLabs Trivandrum,Hyderabad/Secunderabad,1-3 Yrs,"SAN
Head Business Development
SOC
Machine learning
SMS
Data collection
Vendor
Data mining"
330,Data Scientist Associate/Analyst/Consultant,ONPASSIVE Technologies Pvt. Ltd,Hyderabad/Secunderabad,2-7 Yrs,"Python
AI
Learning
CNNs
RNNs
Machine Learning
LSTMs
IT Skills"
331,Data Science - Senior Data Scientist,Paytm,"Noida, Bangalore/Bengaluru",2-4 Yrs,"Data Science
Business Intelligence
R
Data Scientist
C + +
Hadoop
Data Mining
Data Visualization"
332,Urgent hiring of Senior Manager - Data Scientist,Concerix Technologies Private Limited,"Gurgaon/Gurugram, Bangalore/Bengaluru
(WFH during Covid)",5-8 Yrs,"Consumer Behaviour
Financial Services
Fintech
Finance
User Experience
Lgd
terabytes
Ead"
333,Senior Data Scientist,STATXO,"Gurgaon, Bengaluru",4-6 Yrs,"Data Sciences
Analytical skills
advanced analytics
Chemical
Industrial products
Manager Technology
Market research
MS Office"
334,Senior Data Scientist,Urban Company,"Gurgaon/Gurugram, Bangalore/Bengaluru",5-9 Yrs,"Gunicorn
Neural Networks
PySpark
Python
Django
Flask
GLM
Deep Learning"
335,Data Scientist: Advanced Analytics,IBM,Delhi,5-7 Yrs,"IT Skills
Data Science
Machine Learning
Training
advanced analytics
Interpersonal skills
Circuit designing
Focus"
336,Data Scientist,KPIT,Pune,5-8 Yrs,"Data Science
Python
ML"
337,Multiple Roles For Data Scientist For A Leading MNC,Mississippi Consultants,"Hyderabad/Secunderabad, Pune, Chennai, Mumbai (All Areas)",5-8 Yrs,"Azure Functions
pyspark
SQL
IT Skills
Python
Machine Learning
Big Data
AWS"
338,Data Scientist,Adept Global,"Mumbai, Thane",2-7 Yrs,"Data Science
Behavioral Analytics
Statistical Modelling
Deep learning
hive
Data Modelling
NLP
Data Scientist"
339,Senior Scientist/ NLP/ Machine Learning/ Data Mining Professional,Career Maker,Bangalore/Bengaluru,2-7 Yrs,"IT Skills
Java
Python
Software Development
Machine Learning
C++
R
NLP"
340,Sr Data Scientist,Uber,Bangalore/Bengaluru,8-9 Yrs,"Computer science
Data modeling
Analytical
Consulting
Machine learning
Project planning
Business intelligence
SQL"
341,Senior Data Scientist,GSK India,Bangalore/Bengaluru,10-20 Yrs,"data analysis
predictive analytics
statistical modeling
data analytics
Artificial Intelligence
Text Mining
Machine Learning
Deep Learning"
342,Sr. Data Scientist,Signify,Bangalore/Bengaluru,4-9 Yrs,"Supply chain
Computer science
Career development
Prototype
Machine learning
Information management
Open source
Data mining"
343,Cognitive/AI Senior Data Scientist,IBM,Bengaluru/Bangalore,4-8 Yrs,"Automation
IVR
Consulting
Machine learning
Manager Technology
Design management
Tool selection
microsoft"
344,Senior Risk Data Scientist,GSK India,Bangalore/Bengaluru,5-10 Yrs,"SAS
Python
SQL
Data Analysis
Data Mining
Tableau
Data Analytics
Machine Learning"
345,Senior Python Developer / Data Scientist,Nikah Forever,New Delhi,4-5 Yrs,Python Developer
346,Data Scientist,Job Booster Social India private limited,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru
(WFH during Covid)",1-6 Yrs,"Fintech
SQL
Python
R tool
Software Engineering
Problem Solving
Data Modeling
Machine Learning"
347,Data Scientist - Medical Image Processing,PROVISION CONSULTING,Bangalore/Bengaluru,3-8 Yrs,"perform analysis
python
Artificial Intelligence
AI
DL
Machine Learning
build prototypes
Data Science"
348,Data scientist,CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,5-9 Yrs,"Data Science
Predictive Modeling
Time Series Analysis
Classification
Hadoop
Data Analysis
Spark
Machine Learning"
349,ML Engineer/Data Scientist,Rapid Talent Solutions,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru
(WFH during Covid)",6-11 Yrs,"Model Deployment
Python
IT Skills
Data Science
Machine Learning
Big Data
Presentation Skills
Use Cases"
350,Junior Data Scientist with Python Expertise,India-Israel Innovation HUB-TeamScale- SATC Marketing India Pvt Ltd,Gurgaon/Gurugram(Udyog Vihar),2-7 Yrs,"communication
Python
machine learning
IT Skills
Testing
DevOps
Big Data
Data Science"
351,Data Scientist,Snaphunt,Bangalore/Bengaluru,0-2 Yrs,"Data Science
NLP
Algorithms
Software Engineering
Data Structures
Computer Vision
Machine Learning
Statistics"
352,Data Scientist,Casepoint,"Surat
(WFH during Covid)",0-3 Yrs,"Data Science
Machine Learning
Python
Anomaly Detection
R
Logistic Regression
Knn
SVM"
353,data scientist,Global Talent Pool,Bangalore/Bengaluru,0-2 Yrs,"Computer vision
Data analysis
data science
Diagnostics
Networking
Analytical
Machine learning
Research"
354,Data Scientist - Fintech Space ( Asset Leasing Company),The Recruiters,Remote,4-9 Yrs,"PyTorch
Scikit
MySQL
Tensorflow
PostgreSQL
Oops
Snowflake
Data Scientist"
355,Data Scientist (Fintech),Talent Destination,Gurgaon/Gurugram,1-5 Yrs,"Predictive Modeling
Data Science
Risk Analytics
Fintech
growth analytics
Data Analytics
Analytics
Python"
356,Data Scientist,2Coms,"Bangalore/Bengaluru, Bangalore North",6-11 Yrs,"IT Skills
Python
Cloud
Data scientist"
357,Data Scientist,Cielo Talent Management Ltd,Bangalore/Bengaluru,5-10 Yrs,"Data Science
Pytorch
Java
Software Development
Linux
Swing
Keras
MATLAB"
358,Data scientist,CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,3-7 Yrs,"python
Artificial Intelligence
machine learning
reporting technologies
analytical
coding
IT Skills
Deep learning"
359,Data scientist,Acme Services,Bangalore/Bengaluru,3-8 Yrs,"AWS Cloud
Python
IT Skills
Cloud
AWS"
360,Data Scientist,Boston Consulting Group,New Delhi,2-5 Yrs,"Predictive Modeling
Data Science
Data Scientist
Artificial Intelligence
Consulting
Advanced Analytics
Computer Science
Big Data"
361,Client Hiring || Data Scientist || Bangalore (On Site),Federal Soft Systems Private Limited,Bangalore/Bengaluru,4-8 Yrs,"Data Science
Machine Learning
Python
R
SAP
SAS
RDBMS
Hadoop Spark"
362,Data Scientist,Cloudstrats Technologies Private Limited,"New Delhi, Delhi / NCR, Mumbai (All Areas)",3-5 Yrs,"Data Science
Big Data Analytics
k - NN
data visualisation
regression Data
algorithms
Naive Bayes
statistical testing"
363,Data Scientist II,Chegg,Delhi / NCR,2-6 Yrs,"Data Visualization
Statistical Analysis
Business Analysis
Business Intelligence
Regression Analysis
Data Wrangling
Data Manipulation
Data Analysis"
364,Data Scientist ( Work from Home),Eureka Outsourcing Solutions Pvt Ltd. on behalf of AmyGB,Bangalore/Bengaluru,2-7 Yrs,"IT Skills
Python
AWS
Azure
Pytorch
Communication Skills
NLP
Infrastructure Management"
365,Data Scientist,Utthunga Technologies Pvt Ltd,Bangalore/Bengaluru,3-5 Yrs,"analytical
R
data mining
Tableau
communication
SQL
C++
Python"
366,Data Scientist,Kofluence Tech Pvt Ltd,Bangalore/Bengaluru(Koramangala),3-5 Yrs,"Python
C
R
Java
SQL
IT Skills
Data Science
Machine Learning"
367,Data Scientist - Statistical Modeling,Aviation Indeed,Noida,3-8 Yrs,"Hive
Cloud Computing
Data Scientist
Hadoop
Google Cloud Platform
Data Management
Statistical Modeling
Big Data"
368,Opening For Data Scientist,Care Health Insurance,Gurgaon/Gurugram,1-5 Yrs,"Java
c++
Python
SQL"
369,Data Scientist,TeamPlus Staffing Solution Pvt Ltd,Bangalore/Bengaluru,3-7 Yrs,"Logistic regression
Machine learning
SQL
Python"
370,Data Scientist,Stefanini,Noida,3-8 Yrs,"Automation
Data modeling
Consulting
PLSQL
OLAP
Informatica
Test cases
Oracle"
371,Python AI ML Developer and Data Scientist at Fluid AI,Fluid AI,Remote,0-5 Yrs,"Data Science
Machine Learning
Python
Slack
AWS Workspace
Confluence
Jira
Miro"
372,Associate Data Scientist - Automotive Supply Chain & Technology,IHS Markit,"Gurgaon/Gurugram, Bangalore/Bengaluru",3-6 Yrs,"KNIME
OLAP
NoSQL
ETL
communication
SQL
AWS
Python"
373,ML Engineer / Data Scientist,Spotflock Technologies Pvt. Ltd.,"Delhi, Hyderabad",5-10 Yrs,"ML libraries
Linux
algorithms
Keras
TensorFlow
OpenCV
Agile
Python"
374,"MNC Hiring For "" Data scientist/ Sr. Data scientist ""- Gurgaon",ESS CEE HR SOLUTIONS,Gurgaon/Gurugram,3-8 Yrs,"python
R
machine learning
predictive modelling
Stastical modelling
market scenario
data collection
business intelligence"
375,Senior Data Scientist,Visa,Bangalore/Bengaluru,4-9 Yrs,"IT Skills
Java
Python
Quality Assurance
Data Science
Project Management
Big Data
Scala"
376,Data Scientist/ Sr. Data Scientist,Cosmic Strands ePublishing Pvt. Ltd.,Bangalore/Bengaluru,3-5 Yrs,"AI
python
Machine Learning
Pytorch
Keras
Tensor Flow
IT Skills
Aurora"
377,Data Scientist/ Sr Data Scientist,Gartner,Gurgaon/Gurugram,4-8 Yrs,"IT Skills
Python
Software Development
Data Science
Machine Learning
Artificial Intelligence
Cloud
Computer science"
378,Senior Data Scientist,Juniper Networks,Bangalore/Bengaluru,11-15 Yrs,"deep learning
Networking
data science
spark
Machine learning
Deployment
Analytics
Brand building"
379,Sr. Data Scientist,Galytix,Gurgaon,3-8 Yrs,"IT Skills
Data Science
Supervisor
product life cycle
data governance
Programming
Management
Statistics"
380,Senior Data Scientist,Centrient Pharmaceuticals Netherlands,Gurgaon/Gurugram,5-10 Yrs,"advanced analytics
Architecture
Focus
Machine learning
product life cycle
Manager Quality Control
Management
Performance monitoring"
381,Senior Risk Manager & Data Scientist,SaveIN,"Delhi / NCR
(WFH during Covid)",3-6 Yrs,"Logistic Regression
Advanced Excel
Tableau
Machine Learning
SQL
Random Forest
Data Analysis
Statistical Modeling"
382,Senior Data Scientist,Decision Point Analytics,"Chennai, Gurgaon/Gurugram",3-7 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
Data Scientist
Customer Segmentation
Advanced Analytics"
383,Senior Data Scientist,BankNovo,Gurgaon/Gurugram,5-9 Yrs,"Data Science
Big Data
Senior Data Scientist
Spark
Data Analytics
Python"
384,Senior Staff Data Scientist,Swiggy,Bangalore/Bengaluru,2-7 Yrs,"Product management
Publishing
Simulation
Machine learning
SCALA
Open source
SQL
Python"
385,Senior Data Scientist (Algorithmic Trading),TETHYS TECHNOLOGIES PRIVATE LIMITED,Noida,4-10 Yrs,"IT Skills
Python
Data analysis
C++
Machine learning
Medical insurance
Risk management
Econometrics"
386,Senior Data Scientist,iNICU,Delhi,1-5 Yrs,"IT Skills
Java
Python
Machine Learning
Big Data
rest
data domain
Forecasting"
387,Senior Data Scientist,Mobikwik,"Gurgaon/Gurugram
(WFH during Covid)",3-6 Yrs,"Big Data Analytics
Machine Learning
Python
Data Science
Credit Risk
Statistics
Deep Learning
SQL"
388,Senior Data Scientist,CK Birla Healthcare,Gurgaon/Gurugram,5-7 Yrs,"Data Warehousing
ETL"
389,Data Science - Senior Data Scientist,Paytm,New Delhi,2-4 Yrs,"Operations research
data science
Analytical
Machine learning
SCALA
data visualization
Business intelligence
Data mining"
390,Analyst - Data Scientist,United Airlines,Gurgaon/Gurugram,2-4 Yrs,"Data Analysis
Statistical Modeling
Data Mining
Machine Learning
Python"
391,Senior Deep Learning Data Scientist,Number Theory Software,Gurgaon,2-6 Yrs,"Computer vision
deep learning
software architecture
Image processing
Data modeling
Coding
Neural networks
Data structures"
392,Associate Data Scientist - Data Science & Data Engineering,Gartner,Gurgaon/Gurugram,2-4 Yrs,"TensorFlow
machine learning
NLP
SQL
Pytorch
Python
Data mining
JIRA"
393,Senior Data Scientist,Birdeye,Gurgaon/Gurugram,15-16 Yrs,"IT Skills
Java
Python
Machine Learning
Big Data
Computer science
data cleansing
Ticketing"
394,Senior Data Scientist,Adglobal360 India Private Limited,Gurgaon/Gurugram,6-11 Yrs,"R
Algorithms
NLP
Artificial Neural Networks
Web Technologies
Decision Trees
SVM
Clustering"
395,Senior Data Scientist,"OLX, Inc",Gurgaon/Gurugram,4-8 Yrs,"Campaign planning
Trade
Product engineering
Marketing analytics
Machine learning
Inspection
Management
performance measurement"
396,Senior Data Scientist - Mobile Application,Home Credit,Gurgaon/Gurugram,4-9 Yrs,"Business process
Process design
Business objects
Business research
Online marketing
Analytical
Business strategy
Information management"
397,Data & Applied Scientist,Microsoft,Hyderabad/Secunderabad,3-7 Yrs,"IT Skills
Python
Testing
Machine Learning
Cloud
DevOps
Project Management
Computer science"
398,Digital Scientist - Data Science,ACIESIND PRIVATE LIMITED,Remote,2-7 Yrs,"python
machine learning
SQL
IT Skills
Testing
Data Science
Oracle
MS SQL"
399,Data & Applied Scientist 2,Microsoft,Hyderabad/Secunderabad,5-9 Yrs,"IT Skills
Python
Computer science
Computer vision
deep learning
Web technologies
Machine learning
Programming"
400,Data & Applied Scientist 2,Microsoft,Hyderabad/Secunderabad,3-6 Yrs,"IT Skills
Machine Learning
deep learning
Web technologies
model development
Data quality
Manager Quality Control
Research"
401,Junior Data Scientist/ta,WSD Consultant,"Mumbai, Hyderabad, Pune, Gurgaon, Chennai, Bengaluru",1-5 Yrs,"E-learning
Technology management
data science
Application programming
Artificial Intelligence
Machine learning
Manager Technology
Management"
402,Associate Data Scientist - I,Philips India Limited,Bangalore/Bengaluru,4-6 Yrs,"Text mining
data science
Idea generation
QMS
Agile
Technology solutions
Risk management
MATLAB"
403,Junior Data Scientist,Analytos,India,0-2 Yrs,"IT Skills
Big Data
Text mining
deep learning
NoSQL
RF
data science
Data research"
404,Job opening For Data Engineer / Scientist with UK based MNC,Contrado Imaging India Pvt. Ltd.,Ahmedabad,3-7 Yrs,"Python
SQL
Data Science
data analytics
Data Mining
Data Cleansing
hadoop
Spark"
405,Job Openings in Leading company-Data Scientist-Bangalore,Enrich and Enlight,Bangalore/Bengaluru,5-7 Yrs,"Bi Tools
Python
SQL
SAS
Tableau
Qlik"
406,Lead Data Scientist - KYC/Fraud/Marketing,Tide Software,New Delhi,1-6 Yrs,"Neural networks
Diversity and Inclusion
Machine learning
Agile
Medical insurance
Business intelligence
Fraud detection
Financial services"
407,Lead Data Scientist,First American,Bangalore/Bengaluru,9-14 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
DevOps
Algorithms"
408,Lead Data Scientist,Societe Generale,Bangalore/Bengaluru,4-9 Yrs,"Statistical Learning
Data Visualization Tools
Machine Learning
IT Skills
Artificial Intelligence
Algorithms
Relational Databases
Knn"
409,Lead Data Scientist,Monotype,Noida,8-10 Yrs,"IT Skills
Python
Data Science
Big Data
Power BI
Product management
SAS
Consulting"
410,Lead Data Scientist,Monotype,Noida,8-10 Yrs,"Product management
SAS
Consulting
Machine learning
Market research
SPSS
Business intelligence
Business solutions"
411,Lead Data Scientist,MIMIT Healthcare,Noida,6-10 Yrs,"statistical modelling
Python
Tableau
Machine Learning
Keras
Tensorflow
NLP
Data Analysis"
412,Sr . Data Scientist,General Mills,Mumbai,12-15 Yrs,"Supply chain
Data analysis
Version control
Demand forecasting
Hadoop
Machine learning
Business case
Operations"
413,Senior Data Scientist,Hexaware Technologies,"Pune, Chennai, Mumbai (All Areas)
(WFH during Covid)",9-12 Yrs,"Machine Learning
Data Science
Python
IT Skills
Cloud
Oracle
MS SQL
HTML"
414,Sr Professional - Data Scientist / Analytics,Sutherland Global Services Inc,Hyderabad,3-8 Yrs,"IT Skills
Python
Big Data
Tableau
Power BI
Data analysis
Healthcare
Open source"
415,Senior Data Scientist/Senior Data Scientist,Bajaj Finserv,Pune,3-5 Yrs,"Product management
Computer science
Analytical
OLAP
Scrum
OLTP
Financial services
SQL"
416,Senior Data Scientist,Philips India Limited,Chennai,8-11 Yrs,"Business services
Data analysis
Operations research
SAS
Analytical
HTML
Data mining
Econometrics"
417,Senior Data Scientist/Senior Data Scientist,Bajaj Finserv,Pune,3-5 Yrs,"Product management
Computer science
Product quality
Google Analytics
Agile
Scrum
data privacy
SEO"
