,roles,companies,locations,experience,skills
145,"Faculty For Machine Learning And Big Data Job in Karve Nagar, Pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",Pune,0-3 Yrs,"training
machine learning
big data
SQL Server Analysis Services
Power Bi
Natural Language Processing
teaching
Tableau"
146,Data Scientist,MABZONE IT SOLUTIONS,"Mohali/SAS Nagar, Chandigarh",2-4 Yrs,"data analysis
Machine Learning
R
NoSQL
SciPy
MongoDB
OLAP
SQL"
147,Data Scientist,PRI India,Bangalore/Bengaluru,4-8 Yrs,"learning
Python
Tensorflow
Jupyter
data mining
statistical modelling
artificial neural
data analytics"
148,Machine Learning Engineer - BTP Core,SAP India Pvt.Ltd,Bangalore/Bengaluru,3-8 Yrs,"Machine Learning
Software Development
data science
Tensorflow
Java
Grafana
Sybase
Deep Learning"
149,Session Lead (External Contractor),Udacity,remote,2-5 Yrs,"IT Skills
Data Science
Selection process
Technical training
Cloud computing
Interpersonal skills
Artificial Intelligence
Machine learning"
150,Hiring For Senior Data Analyst - Chennai,Novac Technology,Chennai(Mylapore),6-10 Yrs,"Trees
Social Network Analysis
data analysis
Regression
Glm
Boosting
Digital Marketing
SVM"
151,Senior Data & Applied Scientist,Microsoft,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-8 Yrs,"Big data
AWS
Azure
Google Cloud Azure
IT Skills
Machine Learning
Cloud
Product Management"
152,Data & Applied Scientist,Microsoft,"Hyderabad/Secunderabad, Bangalore/Bengaluru",12-15 Yrs,"AWS
Google Cloud Azure
Big data
Azure
IT Skills
Machine Learning
Cloud
Product Management"
153,"Manager, Data Science",Micron Tech,Bangalore/Bengaluru,5-10 Yrs,"software development
ETL processing
agile development process
Data Science
Project Management
Artificial Intelligence
Optimization Techniques
Neural Networks"
154,Opening For Data Science,Saama Technologies,Pune,3-6 Yrs,"Machine Learning
Python
numpy
Tableau
Linux
keras
pandas
cognos"
155,Senior Associate Director - Data Science - Insurance,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,10-15 Yrs,"Data Science
Data Engineering
Artificial Intelligence
Data Analysis
Spark
Machine Learning
Statistics
Analytics"
156,Data Scientist,Nokia,Gurgaon/Gurugram,4-7 Yrs,"Wireless
data science
development testing
Machine learning
Cloud
Trend forecasting
Design development
power bi"
157,Data Scientist-Onsite and offshore,PROKXIMITY,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-8 Yrs,"Data Science
NLP
Machine Learning
learning
Python
data analytics
R
Pandas"
158,Data Scientist NBFC's -NSE BSE Listed +3000 Employee -Delhi,hCapital Business Consulting Private Limited,Delhi / NCR,3-8 Yrs,"CNN
python
Artificial Intelligence
AI
transformer
bert
Machine Learning
Deep Learning"
159,Data Science Manager- Artificial Intelligence,Spectral Consultants -Search and Recruitments Firm,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",9-14 Yrs,"Big Data
Python
cloud
IT Skills
Azure Data Factory
Azure Active Directory
data science
Azure Data Lake"
160,"Manager- Analytics Delivery, Industrials",Tredence Analytics Solutions Private Limited,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",7-12 Yrs,"Data Science
Analytics
Python
Predictive Modeling
Arima
Regression
Machine Learning
Forecasting"
161,"Manager- Analytics Delivery, Industrials",Tredence Analytics Solutions Private Limited,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",7-12 Yrs,"Data Science
Analytics
Python
Predictive Modeling
Arima
Regression
Machine Learning
Forecasting"
162,Python Trainer/Faculty,Computec Professionals Group,Delhi / NCR(Uttam Nagar),1-3 Yrs,"JAVA
Machine Learning
Python
Data Science
C++
Django"
163,Senior Advisor Data science,Dell,Bangalore/Bengaluru,8-12 Yrs,"C++
C
Data science
IT Skills
Testing
Machine Learning
Big Data
Algorithms"
164,Data Scientist Opportunity with Flipkart Data science group,Flipkart,Bangalore/Bengaluru,5-9 Yrs,"python
predictive modeling
data scientist
machine learning"
165,Data Scientist: Advanced Analytics,IBM,Bangalore/Bengaluru,2-5 Yrs,"IT Skills
Data Science
Machine Learning
Training
advanced analytics
Interpersonal skills
Circuit designing
Consulting"
166,Sr Data Scientist,Apptio India LLP,Bangalore/Bengaluru,7-11 Yrs,"Machine Learning
Deep Learning
Statistical Models
analysis
Scikit
PySpark
data science
Time Series"
167,"Intern, Data Science (Autodesk Construction Cloud)",AutoCAD,Bangalore/Bengaluru,1-3 Yrs,"PyTorch
deep learning
Python
AWS
TensorFlow
IT Skills
Data Science
Machine Learning"
168,"Senior Engineer, Data Science",Micron Tech,Hyderabad/Secunderabad,4-9 Yrs,"python
java
ETL
Data Science
Artificial Intelligence
Neural Networks
Data Analysis
Data Mining"
169,Data Scientist - Machine Learning,TalPro,"Gurgaon/Gurugram, Delhi / NCR",3-6 Yrs,"IT Skills
Python
Data Science
Machine Learning
Product Management
Machine Learning
Data Management
Random Forests"
170,Reporting Analyst / Data Scientist (Supply Chain) - Night Shift,NEWAGE PRODUCT DESIGNS PRIVATE LIMITED,Remote,4-9 Yrs,"Data Science
Data Mining
Machine Learning
Deep Learning
Python
Predictive Analytics"
171,Data Scientist,KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,2-7 Yrs,"Tensorflow
Data Science
NoSQL
Statistical Modeling
Data Analysis
Machine Learning
AWS
Deep Learning"
172,Junior Data Scientist,KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,1-6 Yrs,"Tensorflow
Data Science
NoSQL
Data Management
Statistical Modeling
Data Analysis
Machine Learning
Deep Learning"
173,Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",10-15 Yrs,"R
data science
Python
IT Skills
Java
Testing
Machine Learning
Big Data"
174,Head of Data Science,Connexions,Gurgaon/Gurugram,7-10 Yrs,"Data Science
Pyspark SQL
SQL
algorithms
Risk Assessment
Big Data
Machine Learning
Python"
175,Trainee AI/ML Engineer,Predictive Research,Bangalore/Bengaluru,0-2 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Big Data
MS Excel
Business Analytics
Deep Learning"
176,Data Scientist,Born Commerce,"Bangalore/Bengaluru
(WFH during Covid)",5-8 Yrs,"matlab
image processing
python
c++
tensorflow
r
data science
Artificial Intelligence"
177,LNT Hiring || Data Scientist || Mumbai & Delhi (On Site),Federal Soft Systems Private Limited,"Mumbai, Delhi / NCR",4-9 Yrs,"Data Science
Natural Language Processing
Machine Learning
Web Scraping"
178,Acon - Data Science ( Immediate joinees ),Pylon Management Consulting Pvt Ltd,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru
(WFH during Covid)",1-4 Yrs,"Data Science
Machine Learning
Python
Pytorch
Tensorflow
Rnn
NLP
Text Analytics"
179,Data Scientist,BHANIX FINANCE AND INVESTMENT LIMITED,"Hyderabad/Secunderabad, Mumbai (All Areas)",2-5 Yrs,"Machine Learning
Python
SQL
Data Science
Object Detection
NLP
Artificial Intelligence
Image Processing"
180,Applied Intelligence - Machine Learning - Female Only (8-10 years),CRESCENDO GLOBAL LEADERSHIP HIRING INDIA PRIVATE L IMITED,"Gurgaon/Gurugram
(WFH during Covid)",9-12 Yrs,"python
data science
machine learning
IT Skills
Cloud
AWS
Tableau
Power BI"
181,We are looking For Data Science Lead / Manager / Architect role,AddRec Solutions Pvt.Ltd.,"Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR, Mumbai (All Areas)
(WFH during Covid)",6-11 Yrs,"data science
leadership
Machine Learning
R Program
Python"
182,Data Science Trainer,MARSIAN Technologies,Pune,5-10 Yrs,"Regression
Machine Learning
data science
Data Visualization
Python
IT Skills
Predictive Modeling
Tensorflow"
183,Chief Intelligence Officer - Data Science & Analytics,TalPro,"Mumbai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru",8-12 Yrs,"Data Science
R
SAS
decision trees
Data Management
GLM
machine learning
Statistics"
184,Machine Learning/AI Engineer,AVE-Promagne,"Noida, Kota, Kolkata, Visakhapatnam, Hyderabad/Secunderabad, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru, Delhi / NCR",3-8 Yrs,"deep learning
python
data analysis
data science
predictive analytics
machine learning
statistical analysis"
185,Specialist - Data Scientist,UPL,Mumbai,7-12 Yrs,"data science
AI
ML
Tensorflow
R
Artificial Intelligence
Keras
Machine Learning"
186,"Product Manager II, Customer Obsession",Uber,Bangalore/Bengaluru,2-5 Yrs,"Computer science
Supervisor
Data analysis
data science
Machine learning
Manager II
Research
Customer engagement"
187,Data Scientist,Shell,Chennai,3-8 Yrs,"R
Power BI
Python
Data Science
Multivariate Analysis
Exploratory Data Analysis
Factor Analysis
Time Series"
188,Senior Machine Learning Engineer,Poshmark,Chennai,2-5 Yrs,"data science
Focus
Machine learning
SCALA
Data structures
WBS
MongoDB
Analytics"
189,"Senior Engineer, Data Scientist",Micron Tech,Hyderabad/Secunderabad,4-9 Yrs,"data science
machine learning
Python
Tensorflow
Pytorch
R
Statistical Modeling
Data Analytics"
190,Senior Data Scientist,Utopus Insights,Bangalore/Bengaluru,5-10 Yrs,"Computer science
Backend
data science
Renewable energy
Machine learning
Genetics
Production Manager
Data mining"
191,Data Science - Sr. Data Scientist,Jet2 Travel Technologies Pvt. Ltd.,Pune,5-10 Yrs,"IT Skills
Python
Data Science
Machine Learning
Oracle
Big Data
Tableau
Storyboarding"
192,Data Scientist/Sr. Data Scientist - German MNC,EVOLVE TECHNOLOGIES AND SERVICES PRIVATE LIMITED,Pune,7-12 Yrs,"deep learning
python
r
nlp
data science
machine learning
big data
design management"
193,TD - Device eCharSoft Engineer,Micron Tech,Hyderabad/Secunderabad,3-5 Yrs,"C#
Python
software development paradigms
Data Science
Software Development
C++
GIT
Linux"
194,"Associate Engineer, Data Scientist",Micron Tech,Hyderabad/Secunderabad,5-10 Yrs,"R
statistical modeling
Python
Data Science
Tableau
Spark
Data Analytics
Machine Learning"
195,Women Returnee | Data Scientist,PayU,Bangalore/Bengaluru,3-8 Yrs,"Python
analytics
Spark
R
machine learning
SQL
IT Skills
Data Science"
196,"Senior Product Manager, Machine Learning Platform",Better.com,remote,5-9 Yrs,"Product management
Loans
data science
Machine learning
Equity
Healthcare
Wellness
Analytics"
197,We are hiring For Sr. Manager/Manager Data Scientist - Pune,Peoplefy Infosolutions Pvt. Ltd.,Pune,9-14 Yrs,"Data Science
Artificial Intelligence
Natural Language Processing
Neural Networks
Machine Learning
Deep Learning
Python"
198,Data Science,Fluence,Bangalore/Bengaluru,2-3 Yrs,"Python
Learning
Github
AWS
Agile
IT Skills
Machine Learning
Project Management"
199,Product management Intern,Enveda Biosciences,Remote,0-2 Yrs,"Product management
Biotechnology
Data management
data science
Machine learning
Summer Intern
Research
Pharmacokinetics"
200,Data Scientist,Origo Commodities India Private Limited,"Gurgaon/Gurugram
(WFH during Covid)",4-8 Yrs,"Data Validation
Predictive Modeling
Big Data Analytics
Agri
Artificial Intelligence
Hadoop
Data Mining
Machine Learning"
201,Python Developer,Orcapod Consulting Services Private Limited,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",2-6 Yrs,"python
data science
pyspark
IT Skills
Machine Learning
Cloud
Big Data
AWS"
202,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,11-16 Yrs,"Data Science
Data Scientist
Artificial Intelligence
Data Management
Machine Learning
Statistics
Analytics
Python"
203,Data Scientist - Insurance - IIM/ IIT/ NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,6-10 Yrs,"Data Science
Data Scientist
Artificial Intelligence
Data Management
Machine Learning
Statistics
Analytics
Python"
204,Data Scientist,DigilyticsAI,Gurgaon/Gurugram,3-6 Yrs,"NLP
Machine Learning
Deep Learning
Pytorch
Tensorflow
Data Science
R
Artificial Intelligence"
205,Associate Vice President-Analytics/Data Science - IIM/IIT/XLRI/FMS/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-12 Yrs,"Data Science
machine learning
Analytics
Artificial Intelligence
Data Analytics
Statistics
SQL
Python"
206,Data Science Lead,Continuum Global,Gurgaon/Gurugram,4-6 Yrs,"Data Science
Artificial Intelligence
Data Analysis
Tableau
Data Modeling
Machine Learning
Statistical Analysis
Python"
207,Associate Vice President - Analytics - Data Science Team,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Delhi / NCR",10-15 Yrs,"Data Science
Artificial Intelligence
Data Management
Data Modeling
Data Analytics
Machine Learning
Statistics
Analytics"
208,Senior Associate Director - Data Science- Insurance - IIT/IIM/NIT/XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-12 Yrs,"Data Science
analytics
machine learning
IT Skills
Python
Project Management
BPO
project management"
209,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,6-10 Yrs,"PyTorch
Keras
TensorFlow
IT Skills
Python
Software Development
Data Science
Machine Learning"
210,Lead Data Scientist - Deep Learning/Machine Learning,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,2-7 Yrs,"Tensorflow
Machine Learning
Deep Learning
JIRA
Github
agile methodologies
python
Confluence"
211,Associate Vice President- Analytics/Data Science- IIM/IIT/XLRI/FMS/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-12 Yrs,"Data Science
machine learning
Analytics
IT Skills
Python
Project Management
BPO
project management"
212,Data Scientist - Python/Spark/Neural Networks,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-11 Yrs,"Neural Networks
Spark
Python
IT Skills
Software Development
Data Science
Machine Learning
Tensorflow"
213,Lead Data Scientist - Deep Learning/Machine Learning,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,2-7 Yrs,"Natural Language Processing
Machine Learning
Deep Learning
Neural Networks
Pytorch
Github
Git
Python"
214,Data Scientist - Deep Learning/Neural Networks,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,6-10 Yrs,"Neural Networks
Deep Learning
IT Skills
Python
Software Development
Data Science
Machine Learning
NLP"
215,Associate Vice President - Data Scientist - IIT/ NIT/ IIM/ XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,8-12 Yrs,"IT Skills
Java
Python
Machine Learning
Cloud
Big Data
Data Science
Tensorflow"
216,Manager Data Science,NEC CORPORATION INDIA PRIVATE LIMITED,Noida,9-14 Yrs,"PowerBI
Python
PySpark
Jupyter
Machine Learning
Keras
Spyder
R"
217,"Research Analyst, LNG Short Term Gas",Verisk Analytics,Delhi / NCR,4-9 Yrs,"VBA
Data visualization
Python
IT Skills
Data Science
Excel
Artificial Intelligence
Data Analysis"
218,Senior Vice President - Analytics - Data Science Team - Insurance,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,8-13 Yrs,"IT Skills
Python
Data Science
Machine Learning
Project Management
BPO
project management
Artificial Intelligence"
219,Software Engineer ( Python and AI,Tranzmeo IT Solutions Private Limited,New Delhi,3-8 Yrs,"bigdata
core python
MVC
analytical
RDBMS
development
PSQL
OOPS"
220,"Research Analyst, Equity (Short Term Gas)",Verisk Analytics,Delhi,2-7 Yrs,"MS Excel
VBA
Python
data visualization
IT Skills
Data Science
Excel
Artificial Intelligence"
221,"Sr . Analyst , Modeling",Resource Access Management Solutions Pvt. Ltd.,Noida,2-3 Yrs,"Data Science
Nlp
Data Analysis
Data Mining
Data Analytics
Risk Modeling
Machine Learning
Deep Learning"
222,Looking For Part Time Data Science Trainer (WFH) with LetsUpgrade,ITM Edutech (India) Limited,"Hyderabad/Secunderabad, Navi Mumbai, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",0-5 Yrs,"Github
VCS
IT
Flask Stack
Part Time
Machine Learning
Deep Learning
Hackathon"
223,"MNC Hiring For "" Director- Data Science "" - Gurgaon",ESS CEE HR SOLUTIONS,Gurgaon/Gurugram,7-12 Yrs,"machine learning
Data Analytics
Python
predictive modelling
Logistic Regression
Factor Analysis
Regression Analysis
market scenerio"
224,Python / Data Analytics / Data Science Trainer @ TechVidya,TECHVIDYA CAREER PVT. LTD.,Noida(Sector-2 Noida),1-6 Yrs,"python trainer
data science trainer
data analytics trainer
python
Power Bi
deep learning trainer
machine learning
python faculty"
225,AI / ML Engineer,KlearExpress,Gurgaon/Gurugram,2-7 Yrs,"Tensorflow
Pandas
matplotlib
NumPy
PyTorch
Keras
SQL
Python"
226,Devops Engineer || Allegis- TEKsystems,Allegis Services India Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",4-9 Yrs,"deep learning
r
patient safety
data analysis
software development
data science
data processing
machine learning"
227,Devops Engineer || Allegis- TEKsystems,Allegis Services India Pvt. Ltd.,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",4-9 Yrs,"deep learning
r
patient safety
data analysis
software development
data science
data processing
machine learning"
228,Machine Learning Engineer - Computer Vision,Scandid,Pune,4-8 Yrs,"Computer Vision
Machine Learning
TensorFlow
Data Science
NLP
Data Management
Algorithm
Deep Learning"
229,Data Scientist,DBS,Mumbai (All Areas),2-7 Yrs,"customer segmentation
r
tensorflow
data science
SAS
predictive modeling
MySQL
machine learning"
230,Principal Data Scientist,Societe Generale,Bangalore/Bengaluru,8-13 Yrs,"deep learning
NLP
Machine learning
Data Interpretation
SVM
NumPy
Data Science
R"
231,Data Scientist - Machine Learning/APICS,CarbyneTech India,Hyderabad/Secunderabad,3-8 Yrs,"APICS
Machine Learning
Python
Data Science
R
NLP
Artificial Intelligence
Data Management"
232,Python Developer - Spark/Hadoop,Venhan Technologies,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",2-5 Yrs,"Hadoop
Spark
Python
MySql
Big Data Framework
Scikit - Learn
Matplotlib
Seaborn"
233,Virtual Interviews For Forecast Engineer On 26th Feb(Sat) @ GD(Hyd),GlobalData,"Hyderabad/Secunderabad(Kondapur)
(WFH during Covid)",3-6 Yrs,"IT Skills
Python
Data Science
Machine Learning
Tableau
deep learning
spacy
sql development"
234,Analyst - Data Scientist,UPL,Mumbai,2-3 Yrs,"NLP
Scala
Python
Tensorflow
Data Science
Hadoop
Keras
Spark"
235,Data Scientist - Architect,Wipro,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)
(WFH during Covid)",10-17 Yrs,"Data Science
Statistical Analysis
Python
big data
R Analytics
machine learning
Hadoop
IT Skills"
236,Manager Application Developer,Genpact,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",6-10 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
C++
analytic scaling
analytic prototyping"
237,GCP ML,Wipro,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",5-10 Yrs,"analysis
CI
MLOPs
Google Cloud
written
CD
verbal communication
GCP"
238,Analyst: Data Science Insights,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,Chennai,1-4 Yrs,"Data Analysis
Machine Learning
R Shiny
PowerBI
R
Matplotlib
written
Tableau"
239,Data Analyst,Wolters Kluwer,"Mumbai, Pune",3-6 Yrs,"Computer science
Data analysis
data science
Analytical
Machine learning
Data collection
Agile
Data processing"
240,Data Scientist,CRED,Bangalore/Bengaluru,2-5 Yrs,"Health insurance
Data analysis
Statistical modeling
data science
Machine learning
SCALA
Programming
Information retrieval"
241,Lead Machine Learning Engineer,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,12-17 Yrs,"Computer science
deep learning
C++
data science
Neural networks
Analytical
Machine learning
linear regression"
242,Data Scientist (ML AI Engineer) / InfoObjects Inc.,INFOOBJECTS SOFTWARE ( INDIA) PRIVATE LIMITED,"Indore, Jaipur, Delhi / NCR
(WFH during Covid)",3-7 Yrs,"Machine Learning
Data Science
Python
Communication
Hadoop
Spark
MPI
Java"
243,Engineer Software IT Sr,CLEAN HARBORS INDIA LLP,Hyderabad/Secunderabad,5-10 Yrs,"Microsoft Azure Machine Learning
Python
SQL
tuning
machine learning
Tableau
Microsoft Azure
Power BI Development"
244,Data Scientist - Multi-Objective Optimisation Expert,ICAV Tech Pvt. Ltd.,Remote,3-7 Yrs,"Data Science
Multi-objective Optimization
Python
IT Skills
Java
AWS
Azure
Tensorflow"
245,Team Lead/Consultant-Data Science,Accenture,Bangalore/Bengaluru,7-11 Yrs,"Publishing
Architecture
data science
Artificial Intelligence
Consulting
Machine learning
data visualization
Data mining"
246,Senior Business Analyst - Analytics Consulting | Tiger Analytics |,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",2-4 Yrs,"IT Skills
Python
Data Science
Machine Learning
Big Data
Tableau
Predictive Modeling
Business Intelligence"
247,Team Lead/Consultant-Data Science,Accenture,Bangalore/Bengaluru,7-11 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Cloud
Publishing
Architecture"
248,"Technical Trainer- Data Science, Python, Robotics","Chandigarh Group of Colleges, Landran Campus, Mohali (PB)","Mohali/SAS Nagar, Chandigarh",5-10 Yrs,"Data Science using Python
Machine Learning
Robotics
institutions
project handling
C++
c
technical training"
249,DATA SCIENCE MANAGER SMART MFG & AI,Micron Tech,Hyderabad/Secunderabad,7-12 Yrs,"Data Engineering
data science
GCP
Pattern Recognition
Artificial Intelligence
Neural Networks
Data Mining
Data Analytics"
250,Artificial Intelligence Strategist,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,12-17 Yrs,"Supply chain
Hospitality
data science
Social media
Value engineering
Artificial Intelligence
Management consulting
Machine learning"
251,"Data Engineer(ETL,SQL,Python)",Verisk Analytics,Hyderabad/Secunderabad,5-10 Yrs,"AWS
RDMS
SQL
Amazon Glue
Linux
ETL
SQL RDMS
analytical"
252,Senior Testing Engineer,HighRadius,Hyderabad/Secunderabad,3-8 Yrs,"Machine learning
SQL
Python
AI
GCP
AZURE
AWS
IT Skills"
253,Manager Data Science - Reputed Agri Company - Delhi,PMS Consulting,Delhi / NCR,10-15 Yrs,"Data scientist
Artificial Intelligence
Machine Learning
Python"
254,Team Lead/Consultant-Data Science,Accenture,Bangalore/Bengaluru,7-11 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Publishing
Data management
Architecture
Consulting"
255,Hiring Part Time Data Science Trainer,SEVEN MENTOR AND TRAINING PRIVATE LIMITED,Pune,1-6 Yrs,"SAS and Other Analytical Tools
Statistical analysis and computing
Data Wrangling
Programming
Big Data
processing large data
training
Perl"
256,Cloud Application Engineer,Micron Tech,Hyderabad/Secunderabad,3-8 Yrs,"Design Patterns
Cloud Application
API Development
Tensorflow
Java
Artificial Intelligence
Neural Networks
HTTP"
257,"Manager, Data Engineering (Evergreen)",Micron Tech,Hyderabad/Secunderabad,5-10 Yrs,"MS SQL
Data Engineering
ETL Tools
Data Science
Java
Artificial Intelligence
Advanced Analytics
Neural Networks"
258,Content Strategist,AcadsHR,Bangalore/Bengaluru,2-6 Yrs,"Training
Cloud computing
deep learning
data science
Project documentation
Machine learning
Management
big data"
259,Team Lead/Consultant-Artificial Intelligence Innovation,Accenture,Bangalore/Bengaluru,7-11 Yrs,"Publishing
Architecture
data science
management
Artificial Intelligence
Consulting
Machine learning
Individual Contributor"
260,Cybersecurity Business Analyst,Kimberly-Clark Lever Limited,Bangalore/Bengaluru,5-10 Yrs,"Cism
data science
Information security
Relationship building
Artificial Intelligence
Machine learning
Agile methodology
Continuous improvement"
261,Senior Analyst-Data Science,Accenture,Mumbai,5-8 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Analyst
Publishing
Architecture"
262,ACN - Applied Intelligence - GCP - Data Science - 07,Accenture,Bangalore/Bengaluru,8-10 Yrs,"IT Skills
Python
Machine Learning
Cloud
Oracle
MS SQL
customer analytics
Data management"
263,Data Science Data Science Practitioner,Accenture,Bangalore/Bengaluru,8-10 Yrs,"Data Wrangling
Algorithms
Data Science
Big Data Processing
Machine Learning
Data Exploration
Advanced Machine Learning
Data Visualization"
264,Team Lead/Consultant-Data Science,Accenture,Mumbai,7-11 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Publishing
Architecture
management
Business Economics"
265,Assistant Client Solutions Partner,Quantiphi Analytics Solutions Pvt. Ltd.,"Bangalore/Bengaluru, Mumbai (All Areas)
(WFH during Covid)",5-7 Yrs,"technical presentations
client solutions
presales
IT Skills
Data Science
Machine Learning
Artificial Intelligence
Cloud"
266,Faculty - Dept. of Computer Science Engineering,Amrita Vishwa Vidyapeetham,Coimbatore,3-6 Yrs,"Data Science
Faculty
Professor Activities
University
Software Engineering
Artificial Intelligence
Computer Science
Embedded Systems"
267,DBCG - GAMMA Lead Scientist,Boston Consulting Group,"Mumbai, New Delhi, Chennai, Bangalore/Bengaluru",5-10 Yrs,"Predictive Modeling
Data Science
R
Management Consulting
Artificial Intelligence
Advanced Analytics
Computer Science
Senior Data Scientist"
268,Retail- Analytics Consultant,AVE-Promagne,"Noida, Kota, Mumbai, New Delhi, Lucknow, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",1-6 Yrs,"Operations & Planning
Customer / CRM
Marketing
data analysis
data science
predictive analytics
machine learning
ML"
269,Data Scientist,Boston Consulting Group,New Delhi,2-5 Yrs,"Predictive Modeling
Data Science
Data Scientist
Artificial Intelligence
Consulting
Advanced Analytics
Computer Science
Big Data"
270,Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai",1-2 Yrs,"Computer science
Analytical skills
advanced analytics
SDS
data science
Artificial Intelligence
Machine learning
Management consulting"
271,Data Scientist - Machine/deep Learning Algorithms,CarbyneTech India,Hyderabad/Secunderabad,3-8 Yrs,"Ai
R
Neural networks
Anaconda
Deep Learning
ML
Python
machine learning"
272,Data Scientist / ML Engineer,AVE-Promagne,"Noida, Kota, Mumbai, Chandigarh, Lucknow, Agra, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",3-8 Yrs,"data analysis
data science
predictive analytics
data visualization
machine learning
ML
statistics"
273,Marketing / Sales- Analytics Consultant,AVE-Promagne,"Noida, Kota, Mumbai, Chandigarh, Lucknow, Agra, Gurgaon/Gurugram, Jaipur, Bangalore/Bengaluru",1-6 Yrs,"Sales
Analytics
Marketing
Analytics Consultant
data analysis
data science
predictive analytics
machine learning"
274,DBCG IND - GAMMA Senior Data Scientist,Boston Consulting Group,"Mumbai, Delhi, Chennai, Bengaluru",6-10 Yrs,"Computer science
advanced analytics
SDS
data science
Artificial Intelligence
Project management
Machine learning
Management consulting"
275,Manager Membership Tech / Analytics,Adidas,Gurgaon/Gurugram,2-3 Yrs,"Data Science
Project Management
Artificial Intelligence
Data Management
Sem
Seo
Data Analytics
Machine Learning"
276,Senior Data Ops Engineer,GSK India,Bangalore/Bengaluru,3-8 Yrs,"C#
SQL
Python
Data Factory
Power BI
Power Apps
Machine Learning
Data Science"
277,"Principal, DevOps",GSK India,Bangalore/Bengaluru,10-20 Yrs,"DevOps
Spark
Data Bricks
Data Science
Automated Provisioning
Data Factory
Power BI
Automated Testing"
278,Associate - Projects,Cognizant,Bangalore/Bengaluru,5-10 Yrs,"Data Science
AWS Machine Learning
IT Skills
Testing
Machine Learning
AWS
Alma
Configuration Management"
279,Associate - Projects,Cognizant,Bangalore/Bengaluru,3-8 Yrs,"Data Science
AWS
Machine Learning
Configuration Management
Coding
technical troubleshooting
Deployment"
